timestamp,open,high,low,close,volume
2024-08-14,214.0,216.0,212.0,216.0,291700.0
2024-08-15,216.0,218.0,214.0,216.0,462300.0
2024-08-16,216.0,216.0,212.0,216.0,320300.0
2024-08-19,216.0,260.0,216.0,248.0,42726100.0
2024-08-20,252.0,276.0,248.0,258.0,39116400.0
2024-08-21,264.0,266.0,240.0,258.0,22191000.0
2024-08-22,258.0,266.0,250.0,250.0,6928800.0
2024-08-23,250.0,256.0,248.0,250.0,3304800.0
2024-08-26,250.0,252.0,236.0,238.0,14651500.0
2024-08-27,236.0,240.0,224.0,230.0,14173000.0
2024-08-28,230.0,236.0,226.0,232.0,4967600.0
2024-08-29,232.0,248.0,232.0,240.0,11700800.0
2024-08-30,242.0,250.0,238.0,238.0,6640200.0
2024-09-02,240.0,244.0,236.0,238.0,2087900.0
2024-09-03,238.0,240.0,234.0,236.0,2635900.0
2024-09-04,236.0,236.0,232.0,232.0,1655000.0
2024-09-05,234.0,236.0,232.0,232.0,1971800.0
2024-09-06,232.0,234.0,230.0,230.0,1165600.0
2024-09-09,232.0,234.0,230.0,232.0,1931200.0
2024-09-10,230.0,232.0,230.0,232.0,776700.0
2024-09-11,232.0,242.0,230.0,238.0,2794500.0
2024-09-12,238.0,240.0,234.0,236.0,2220600.0
2024-09-13,236.0,238.0,232.0,234.0,939900.0
2024-09-17,232.0,238.0,232.0,232.0,1888800.0
2024-09-18,234.0,236.0,230.0,236.0,2327500.0
2024-09-19,236.0,242.0,236.0,238.0,4154600.0
2024-09-20,238.0,242.0,234.0,236.0,1181800.0
2024-09-23,238.0,238.0,234.0,234.0,1783200.0
2024-09-24,236.0,238.0,234.0,236.0,1603800.0
2024-09-25,236.0,236.0,232.0,232.0,1631900.0
2024-09-26,234.0,234.0,232.0,232.0,1279300.0
2024-09-27,232.0,236.0,230.0,232.0,977600.0
2024-09-30,232.0,234.0,228.0,230.0,1395100.0
2024-10-01,230.0,232.0,228.0,228.0,1220000.0
2024-10-02,228.0,234.0,226.0,226.0,1236300.0
2024-10-03,226.0,228.0,224.0,226.0,1418000.0
2024-10-04,226.0,228.0,224.0,226.0,1656300.0
2024-10-07,226.0,228.0,222.0,226.0,2007000.0
2024-10-08,228.0,228.0,224.0,226.0,1024300.0
2024-10-09,226.0,230.0,224.0,224.0,730900.0
2024-10-10,226.0,226.0,224.0,224.0,188200.0
2024-10-11,224.0,226.0,222.0,226.0,297500.0
2024-10-14,226.0,230.0,224.0,228.0,775500.0
2024-10-15,228.0,228.0,226.0,226.0,279800.0
2024-10-16,226.0,228.0,224.0,226.0,1235000.0
2024-10-17,228.0,236.0,226.0,232.0,1943000.0
2024-10-18,232.0,236.0,228.0,228.0,2336500.0
2024-10-21,232.0,234.0,228.0,230.0,1274000.0
2024-10-22,232.0,234.0,230.0,232.0,1338600.0
2024-10-23,232.0,234.0,228.0,230.0,952900.0
2024-10-24,232.0,234.0,230.0,230.0,1064200.0
2024-10-25,230.0,232.0,228.0,228.0,610900.0
2024-10-28,232.0,232.0,226.0,226.0,1240400.0
2024-10-29,226.0,230.0,224.0,226.0,2846900.0
2024-10-30,226.0,234.0,224.0,226.0,552600.0
2024-10-31,228.0,230.0,226.0,228.0,705500.0
2024-11-01,226.0,228.0,226.0,228.0,335600.0
2024-11-04,228.0,228.0,222.0,224.0,1290200.0
2024-11-05,224.0,224.0,220.0,222.0,781400.0
2024-11-06,220.0,224.0,220.0,222.0,1036900.0
2024-11-07,222.0,222.0,220.0,220.0,3070000.0
2024-11-08,220.0,220.0,216.0,220.0,1611300.0
2024-11-11,220.0,220.0,216.0,220.0,516100.0
2024-11-12,220.0,226.0,218.0,224.0,966500.0
2024-11-13,224.0,226.0,220.0,222.0,523300.0
2024-11-14,222.0,222.0,220.0,222.0,239600.0
2024-11-15,222.0,222.0,218.0,218.0,272300.0
2024-11-18,218.0,220.0,216.0,218.0,873800.0
2024-11-19,218.0,220.0,216.0,220.0,390400.0
2024-11-20,220.0,220.0,218.0,218.0,169000.0
2024-11-21,216.0,220.0,216.0,216.0,967100.0
2024-11-22,216.0,220.0,216.0,218.0,2842100.0
2024-11-25,218.0,226.0,216.0,222.0,1361100.0
2024-11-26,222.0,224.0,220.0,220.0,497500.0
2024-11-28,222.0,222.0,216.0,218.0,1637600.0
2024-11-29,218.0,220.0,216.0,216.0,442300.0
2024-12-02,216.0,220.0,214.0,214.0,508900.0
2024-12-03,214.0,220.0,214.0,218.0,134300.0
2024-12-04,218.0,220.0,216.0,216.0,701400.0
2024-12-05,216.0,218.0,216.0,216.0,163500.0
2024-12-06,216.0,220.0,216.0,218.0,68700.0
2024-12-09,218.0,220.0,216.0,220.0,411600.0
2024-12-10,220.0,222.0,218.0,218.0,473100.0
2024-12-11,220.0,220.0,216.0,220.0,478700.0
2024-12-12,220.0,220.0,218.0,218.0,115800.0
2024-12-13,218.0,220.0,216.0,216.0,726000.0
2024-12-16,216.0,218.0,214.0,216.0,1140700.0
2024-12-17,214.0,216.0,212.0,214.0,1228300.0
2024-12-18,218.0,218.0,210.0,210.0,540600.0
2024-12-19,210.0,212.0,206.0,206.0,1129800.0
2024-12-20,206.0,210.0,204.0,208.0,280400.0
2024-12-23,210.0,212.0,208.0,210.0,211900.0
2024-12-24,210.0,212.0,210.0,210.0,121100.0
2024-12-27,210.0,212.0,208.0,210.0,353500.0
2024-12-30,210.0,212.0,208.0,208.0,825000.0
2025-01-02,210.0,210.0,206.0,208.0,1200900.0
2025-01-03,208.0,212.0,208.0,208.0,233800.0
2025-01-06,208.0,210.0,206.0,208.0,190700.0
2025-01-07,208.0,208.0,206.0,208.0,565300.0
2025-01-08,208.0,208.0,206.0,208.0,119100.0
2025-01-09,208.0,208.0,202.0,204.0,637700.0
2025-01-10,202.0,206.0,202.0,204.0,326600.0
2025-01-13,204.0,206.0,200.0,202.0,356700.0
2025-01-14,202.0,204.0,200.0,202.0,72000.0
2025-01-15,202.0,208.0,202.0,206.0,579900.0
2025-01-16,208.0,210.0,206.0,208.0,299200.0
2025-01-17,208.0,208.0,204.0,206.0,645500.0
2025-01-20,206.0,206.0,202.0,204.0,254000.0
2025-01-21,206.0,206.0,204.0,206.0,374500.0
2025-01-22,206.0,206.0,204.0,206.0,321800.0
2025-01-23,206.0,206.0,202.0,204.0,431900.0
2025-01-24,204.0,204.0,202.0,204.0,126800.0
2025-01-30,204.0,204.0,200.0,202.0,804100.0
2025-01-31,202.0,204.0,200.0,202.0,3295700.0
2025-02-03,204.0,204.0,199.0,200.0,589200.0
2025-02-04,200.0,202.0,199.0,200.0,469900.0
2025-02-05,200.0,202.0,200.0,202.0,128600.0
2025-02-06,200.0,208.0,192.0,196.0,3491500.0
2025-02-07,199.0,204.0,194.0,198.0,465600.0
2025-02-10,198.0,199.0,192.0,194.0,729400.0
2025-02-11,193.0,194.0,191.0,192.0,803300.0
2025-02-12,192.0,196.0,192.0,194.0,339700.0
2025-02-13,195.0,200.0,195.0,200.0,207300.0
2025-02-14,200.0,200.0,198.0,200.0,282200.0
2025-02-17,200.0,202.0,198.0,200.0,648600.0
2025-02-18,200.0,200.0,199.0,199.0,592300.0
2025-02-19,200.0,202.0,197.0,198.0,1078500.0
2025-02-20,198.0,199.0,195.0,197.0,376500.0
2025-02-21,197.0,199.0,193.0,198.0,959000.0
2025-02-24,198.0,202.0,195.0,198.0,598000.0
2025-02-25,199.0,202.0,194.0,196.0,471800.0
2025-02-26,196.0,197.0,194.0,196.0,68700.0
2025-02-27,196.0,198.0,193.0,198.0,246200.0
