timestamp,open,high,low,close,volume
2024-09-17,2490.0,2490.0,2490.0,2490.0,900.0
2024-09-18,2510.0,2510.0,2490.0,2510.0,21800.0
2024-09-19,2530.0,2530.0,2500.0,2500.0,16400.0
2024-09-20,2500.0,2500.0,2500.0,2500.0,700.0
2024-09-23,2500.0,2500.0,2500.0,2500.0,6900.0
2024-09-24,2500.0,2500.0,2500.0,2500.0,500.0
2024-09-25,2500.0,2500.0,2500.0,2500.0,4900.0
2024-09-26,2500.0,2500.0,2500.0,2500.0,25900.0
2024-09-27,2500.0,2500.0,2500.0,2500.0,3400.0
2024-09-30,2500.0,2500.0,2490.0,2490.0,3600.0
2024-10-01,2490.0,2490.0,2480.0,2490.0,3800.0
2024-10-02,2490.0,2500.0,2490.0,2490.0,5700.0
2024-10-03,2490.0,2490.0,2490.0,2490.0,7400.0
2024-10-04,2490.0,2490.0,2490.0,2490.0,3900.0
2024-10-07,2490.0,2490.0,2490.0,2490.0,17000.0
2024-10-08,2490.0,2490.0,2490.0,2490.0,12300.0
2024-10-09,2490.0,2490.0,2490.0,2490.0,2000.0
2024-10-10,2490.0,2490.0,2420.0,2450.0,3600.0
2024-10-11,2450.0,2490.0,2450.0,2490.0,2400.0
2024-10-14,2500.0,2550.0,2500.0,2550.0,15100.0
2024-10-15,2620.0,2730.0,2620.0,2730.0,11100.0
2024-10-16,2730.0,2750.0,2730.0,2750.0,40600.0
2024-10-17,2760.0,2760.0,2760.0,2760.0,15700.0
2024-10-18,2770.0,2790.0,2770.0,2790.0,6900.0
2024-10-21,2800.0,2960.0,2800.0,2800.0,62400.0
2024-10-22,2800.0,2800.0,2740.0,2740.0,15500.0
2024-10-23,2730.0,2740.0,2730.0,2740.0,13100.0
2024-10-24,2740.0,2800.0,2740.0,2800.0,1900.0
2024-10-25,2800.0,2850.0,2800.0,2850.0,7300.0
2024-10-28,3000.0,3110.0,2750.0,2750.0,90900.0
2024-10-29,2750.0,2750.0,2750.0,2750.0,18700.0
2024-10-30,2750.0,2750.0,2650.0,2650.0,27500.0
2024-10-31,2640.0,2640.0,2630.0,2630.0,19100.0
2024-11-01,2890.0,2890.0,2600.0,2600.0,412700.0
2024-11-04,2850.0,2860.0,2850.0,2860.0,52500.0
2024-11-05,3140.0,3140.0,3000.0,3000.0,142100.0
2024-11-06,3300.0,3300.0,2990.0,2990.0,802200.0
2024-11-07,2800.0,2800.0,2770.0,2770.0,203000.0
2024-11-08,2770.0,2770.0,2770.0,2770.0,418000.0
2024-11-11,3010.0,3010.0,2800.0,2890.0,392400.0
2024-11-12,3150.0,3170.0,3150.0,3170.0,195000.0
2024-11-13,3480.0,3480.0,3190.0,3190.0,651600.0
2024-11-14,3290.0,3380.0,3290.0,3320.0,26200.0
2024-11-15,3400.0,3490.0,3100.0,3280.0,294000.0
2024-11-18,3280.0,3890.0,3250.0,3750.0,453500.0
2024-11-19,3790.0,4400.0,3790.0,4250.0,675800.0
2024-11-20,3550.0,4550.0,3550.0,4000.0,337900.0
2024-11-21,4000.0,4200.0,3680.0,3810.0,516900.0
2024-11-22,3810.0,3880.0,3650.0,3800.0,225100.0
2024-11-25,3800.0,3820.0,3500.0,3700.0,306400.0
2024-11-26,3800.0,3800.0,3550.0,3690.0,60600.0
2024-11-28,3690.0,3690.0,3300.0,3540.0,163200.0
2024-11-29,3540.0,3540.0,3310.0,3440.0,192500.0
2024-12-02,3440.0,3440.0,3300.0,3400.0,122100.0
2024-12-03,3400.0,3400.0,3310.0,3400.0,11500.0
2024-12-04,3400.0,3400.0,3290.0,3300.0,86500.0
2024-12-05,3330.0,3890.0,3300.0,3520.0,209200.0
2024-12-06,3520.0,3660.0,3520.0,3580.0,31600.0
2024-12-09,3670.0,3850.0,3550.0,3780.0,139100.0
2024-12-10,3780.0,3850.0,3700.0,3770.0,89800.0
2024-12-11,3770.0,3770.0,3580.0,3730.0,124700.0
2024-12-12,3750.0,3750.0,3590.0,3590.0,11700.0
2024-12-13,3530.0,3600.0,3530.0,3530.0,10100.0
2024-12-16,3500.0,3550.0,3400.0,3500.0,80300.0
2024-12-17,3500.0,3760.0,3460.0,3550.0,269400.0
2024-12-18,3740.0,3740.0,3510.0,3560.0,25500.0
2024-12-19,3610.0,3670.0,3510.0,3510.0,36600.0
2024-12-20,3560.0,3700.0,3540.0,3550.0,21900.0
2024-12-23,3550.0,3780.0,3550.0,3670.0,235700.0
2024-12-24,3790.0,3800.0,3680.0,3750.0,154300.0
2024-12-27,3740.0,3750.0,3680.0,3720.0,96900.0
2024-12-30,3720.0,3800.0,3660.0,3660.0,84100.0
