timestamp,open,high,low,close,volume
2024-09-17,178.0,178.0,178.0,178.0,0.0
2024-09-18,178.0,179.0,178.0,179.0,15500.0
2024-09-19,177.0,177.0,177.0,177.0,200.0
2024-09-20,179.0,179.0,179.0,179.0,600.0
2024-09-23,179.0,180.0,174.0,180.0,1400.0
2024-09-24,180.0,180.0,180.0,180.0,0.0
2024-09-25,180.0,180.0,175.0,175.0,600.0
2024-09-26,175.0,178.0,175.0,177.0,37500.0
2024-09-27,180.0,181.0,173.0,174.0,9100.0
2024-09-30,178.0,179.0,175.0,178.0,1300.0
2024-10-01,179.0,181.0,174.0,180.0,6800.0
2024-10-02,180.0,184.0,176.0,183.0,6400.0
2024-10-03,183.0,190.0,176.0,184.0,171800.0
2024-10-04,183.0,183.0,177.0,180.0,6300.0
2024-10-07,180.0,180.0,176.0,176.0,4400.0
2024-10-08,176.0,181.0,175.0,181.0,21300.0
2024-10-09,181.0,185.0,178.0,180.0,44000.0
2024-10-10,180.0,180.0,176.0,177.0,16600.0
2024-10-11,185.0,185.0,177.0,183.0,2600.0
2024-10-14,183.0,183.0,177.0,183.0,2600.0
2024-10-15,183.0,185.0,182.0,182.0,23500.0
2024-10-16,177.0,183.0,173.0,181.0,16300.0
2024-10-17,179.0,181.0,175.0,180.0,2300.0
2024-10-18,180.0,181.0,176.0,181.0,5700.0
2024-10-21,181.0,181.0,175.0,178.0,34900.0
2024-10-22,178.0,180.0,175.0,179.0,40400.0
2024-10-23,179.0,180.0,178.0,180.0,8400.0
2024-10-24,180.0,182.0,176.0,176.0,9000.0
2024-10-25,180.0,180.0,177.0,178.0,12600.0
2024-10-28,175.0,180.0,175.0,176.0,24000.0
2024-10-29,176.0,180.0,176.0,180.0,44700.0
2024-10-30,178.0,180.0,177.0,180.0,20500.0
2024-10-31,180.0,180.0,176.0,176.0,44800.0
2024-11-01,176.0,176.0,176.0,176.0,4900.0
2024-11-04,179.0,179.0,176.0,178.0,1700.0
2024-11-05,177.0,178.0,176.0,176.0,4400.0
2024-11-06,175.0,178.0,175.0,176.0,45400.0
2024-11-07,176.0,176.0,176.0,176.0,79100.0
2024-11-08,176.0,176.0,176.0,176.0,1000.0
2024-11-11,176.0,179.0,176.0,177.0,10300.0
2024-11-12,177.0,178.0,177.0,177.0,15300.0
2024-11-13,177.0,179.0,176.0,176.0,25300.0
2024-11-14,176.0,176.0,175.0,175.0,1600.0
2024-11-15,180.0,180.0,174.0,174.0,1700.0
2024-11-18,174.0,176.0,173.0,173.0,29500.0
2024-11-19,173.0,177.0,172.0,173.0,180000.0
2024-11-20,177.0,177.0,176.0,177.0,500.0
2024-11-21,177.0,184.0,176.0,181.0,99100.0
2024-11-22,184.0,184.0,181.0,183.0,1200.0
2024-11-25,177.0,182.0,177.0,182.0,27700.0
2024-11-26,176.0,177.0,175.0,175.0,12200.0
2024-11-28,175.0,175.0,175.0,175.0,5800.0
2024-11-29,175.0,178.0,175.0,178.0,19800.0
2024-12-02,178.0,178.0,173.0,173.0,27400.0
2024-12-03,173.0,176.0,173.0,174.0,60400.0
2024-12-04,174.0,174.0,174.0,174.0,6600.0
2024-12-05,174.0,174.0,173.0,173.0,7500.0
2024-12-06,173.0,173.0,173.0,173.0,16900.0
2024-12-09,173.0,178.0,172.0,177.0,1100.0
2024-12-10,177.0,177.0,173.0,173.0,30300.0
2024-12-11,176.0,176.0,176.0,176.0,2300.0
2024-12-12,176.0,176.0,176.0,176.0,0.0
