timestamp,open,high,low,close,volume
2024-09-17,6350.0,6450.0,6350.0,6400.0,507500.0
2024-09-18,6400.0,6450.0,6350.0,6350.0,576300.0
2024-09-19,6350.0,6500.0,6350.0,6475.0,1028700.0
2024-09-20,6450.0,6750.0,6450.0,6625.0,6507300.0
2024-09-23,6675.0,6850.0,6675.0,6725.0,2728700.0
2024-09-24,6750.0,6800.0,6625.0,6725.0,1288700.0
2024-09-25,6725.0,6825.0,6675.0,6725.0,1064700.0
2024-09-26,6750.0,6850.0,6700.0,6775.0,1327700.0
2024-09-27,6775.0,6850.0,6675.0,6700.0,1342500.0
2024-09-30,6700.0,6725.0,6550.0,6600.0,951200.0
2024-10-01,6600.0,6725.0,6550.0,6725.0,653000.0
2024-10-02,6725.0,6775.0,6650.0,6700.0,1077600.0
2024-10-03,6725.0,6825.0,6625.0,6700.0,1262600.0
2024-10-04,6625.0,6650.0,6550.0,6600.0,608800.0
2024-10-07,6575.0,6725.0,6575.0,6700.0,715200.0
2024-10-08,6675.0,6775.0,6600.0,6650.0,870000.0
2024-10-09,6650.0,6650.0,6575.0,6600.0,302800.0
2024-10-10,6600.0,6625.0,6525.0,6525.0,575400.0
2024-10-11,6525.0,6600.0,6525.0,6575.0,378000.0
2024-10-14,6600.0,6850.0,6600.0,6825.0,2418300.0
2024-10-15,6825.0,6850.0,6725.0,6775.0,1079700.0
2024-10-16,6775.0,6800.0,6575.0,6575.0,2982600.0
2024-10-17,6600.0,6775.0,6600.0,6725.0,912500.0
2024-10-18,6750.0,6800.0,6675.0,6775.0,1090500.0
2024-10-21,6775.0,6800.0,6700.0,6725.0,544400.0
2024-10-22,6750.0,6950.0,6700.0,6900.0,2525600.0
2024-10-23,6975.0,7050.0,6825.0,6825.0,3821300.0
2024-10-24,6850.0,6975.0,6850.0,6900.0,1314500.0
2024-10-25,6950.0,6950.0,6775.0,6775.0,1282600.0
2024-10-28,6775.0,6775.0,6675.0,6700.0,1079900.0
2024-10-29,6700.0,6800.0,6700.0,6775.0,771400.0
2024-10-30,6850.0,6850.0,6625.0,6650.0,1271300.0
2024-10-31,6650.0,6800.0,6650.0,6775.0,998700.0
2024-11-01,6775.0,6800.0,6650.0,6725.0,820400.0
2024-11-04,6725.0,6750.0,6650.0,6675.0,715800.0
2024-11-05,6675.0,6800.0,6650.0,6700.0,1001100.0
2024-11-06,6700.0,6775.0,6675.0,6675.0,1037600.0
2024-11-07,6675.0,6700.0,6625.0,6650.0,367300.0
2024-11-08,6650.0,6675.0,6625.0,6625.0,456300.0
2024-11-11,6625.0,6800.0,6625.0,6700.0,1201000.0
2024-11-12,6700.0,6725.0,6650.0,6700.0,408800.0
2024-11-13,6700.0,6725.0,6575.0,6575.0,1270800.0
2024-11-14,6575.0,6600.0,6500.0,6500.0,892500.0
2024-11-15,6475.0,6575.0,6475.0,6475.0,480600.0
2024-11-18,6450.0,6500.0,6250.0,6300.0,1388100.0
2024-11-19,6300.0,6300.0,6175.0,6250.0,1137500.0
2024-11-20,6250.0,6275.0,6150.0,6200.0,955400.0
2024-11-21,6200.0,6225.0,6175.0,6175.0,967400.0
2024-11-22,6150.0,6200.0,6150.0,6200.0,487000.0
2024-11-25,6175.0,6225.0,6175.0,6200.0,768200.0
2024-11-26,6200.0,6375.0,6200.0,6275.0,914900.0
2024-11-28,6275.0,6325.0,6200.0,6200.0,471400.0
2024-11-29,6250.0,6275.0,6200.0,6200.0,301800.0
2024-12-02,6225.0,6250.0,6125.0,6125.0,478600.0
2024-12-03,6125.0,6250.0,6100.0,6125.0,400500.0
2024-12-04,6125.0,6275.0,6125.0,6250.0,552900.0
2024-12-05,6250.0,6300.0,6125.0,6200.0,907300.0
2024-12-06,6225.0,6225.0,6125.0,6225.0,214800.0
2024-12-09,6225.0,6300.0,6175.0,6200.0,330400.0
2024-12-10,6200.0,6275.0,6200.0,6275.0,287800.0
2024-12-11,6275.0,6300.0,6225.0,6250.0,862800.0
2024-12-12,6250.0,6250.0,6200.0,6250.0,270100.0
2024-12-13,6250.0,6250.0,6200.0,6200.0,211000.0
2024-12-16,6200.0,6225.0,6150.0,6150.0,380900.0
2024-12-17,6150.0,6175.0,6125.0,6150.0,331200.0
2024-12-18,6150.0,6150.0,6000.0,6075.0,423200.0
2024-12-19,6050.0,6050.0,5800.0,5900.0,924800.0
2024-12-20,5900.0,5900.0,5800.0,5825.0,411100.0
2024-12-23,5850.0,5900.0,5800.0,5825.0,293700.0
2024-12-24,5875.0,5875.0,5825.0,5825.0,161500.0
2024-12-27,5825.0,6150.0,5825.0,6150.0,555600.0
2024-12-30,6150.0,6200.0,6025.0,6200.0,523400.0
2025-01-02,6200.0,6200.0,6100.0,6150.0,169300.0
2025-01-03,6150.0,6200.0,6075.0,6175.0,275200.0
2025-01-06,6175.0,6175.0,6050.0,6100.0,229700.0
2025-01-07,6100.0,6125.0,6000.0,6075.0,134500.0
2025-01-08,6075.0,6075.0,5975.0,6025.0,362000.0
